01/01/2018,0.06
02/01/2018,0.06
03/01/2018,0.06
04/01/2018,0.06
05/01/2018,0.06
06/01/2018,0.06
07/01/2018,0.05
08/01/2018,0.05
09/01/2018,0.05
10/01/2018,0.05
11/01/2018,0.06
12/01/2018,0.05
13/01/2018,0.05
14/01/2018,0.05
15/01/2018,0.06
16/01/2018,0.06
17/01/2018,0.06
18/01/2018,0.05
19/01/2018,0.05
20/01/2018,0.05
21/01/2018,0.06
22/01/2018,0.07
23/01/2018,0.06
24/01/2018,0.06
25/01/2018,0.06
26/01/2018,0.06
27/01/2018,0.06
28/01/2018,0.06
29/01/2018,0.06
30/01/2018,0.05
31/01/2018,0.05
01/02/2018,0.05
02/02/2018,0.06
03/02/2018,0.05
04/02/2018,0.05
05/02/2018,0.05
06/02/2018,0.05
07/02/2018,0.05
08/02/2018,0.05
09/02/2018,0.05
10/02/2018,0.05
11/02/2018,0.05
12/02/2018,0.05
13/02/2018,0.05
14/02/2018,0.05
15/02/2018,0.06
16/02/2018,0.06
17/02/2018,0.06
18/02/2018,0.05
19/02/2018,0.06
20/02/2018,0.06
21/02/2018,0.06
22/02/2018,0.06
23/02/2018,0.06
24/02/2018,0.06
25/02/2018,0.05
26/02/2018,0.05
27/02/2018,0.05
28/02/2018,0.04
01/03/2018,0.04
02/03/2018,0.03
03/03/2018,0.03
04/03/2018,0.05
05/03/2018,0.06
06/03/2018,0.06
07/03/2018,0.06
08/03/2018,0.06
09/03/2018,0.06
10/03/2018,0.07
11/03/2018,0.07
12/03/2018,0.07
13/03/2018,0.07
14/03/2018,0.07
15/03/2018,0.07
16/03/2018,0.07
17/03/2018,0.07
18/03/2018,0.07
19/03/2018,0.06
20/03/2018,0.06
21/03/2018,0.06
22/03/2018,0.06
23/03/2018,0.06
24/03/2018,0.06
25/03/2018,0.06
26/03/2018,0.05
27/03/2018,0.06
28/03/2018,0.06
29/03/2018,0.06
30/03/2018,0.07
31/03/2018,0.07
01/04/2018,0.07
02/04/2018,0.09
03/04/2018,0.09
04/04/2018,0.09
05/04/2018,0.08
06/04/2018,0.08
07/04/2018,0.08
08/04/2018,0.08
09/04/2018,0.08
10/04/2018,0.09
11/04/2018,0.09
12/04/2018,0.09
13/04/2018,0.09
14/04/2018,0.09
15/04/2018,0.09
16/04/2018,0.08
17/04/2018,0.08
18/04/2018,0.08
19/04/2018,0.07
20/04/2018,0.07
21/04/2018,0.06
22/04/2018,0.06
23/04/2018,0.06
24/04/2018,0.06
25/04/2018,0.06
26/04/2018,0.06
27/04/2018,0.06
28/04/2018,0.07
29/04/2018,0.07
30/04/2018,0.07
01/05/2018,0.06
02/05/2018,0.06
03/05/2018,0.06
04/05/2018,0.06
05/05/2018,0.06
06/05/2018,0.05
07/05/2018,0.05
08/05/2018,0.04
09/05/2018,0.04
10/05/2018,0.03
11/05/2018,0.03
12/05/2018,0.03
13/05/2018,0.04
14/05/2018,0.04
15/05/2018,0.03
16/05/2018,0.03
17/05/2018,0.02
18/05/2018,0.02
19/05/2018,0.01
20/05/2018,0.01
21/05/2018,0.00
22/05/2018,-0.01
23/05/2018,-0.01
24/05/2018,-0.02
25/05/2018,0.00
26/05/2018,0.00
27/05/2018,-0.01
28/05/2018,-0.01
29/05/2018,-0.02
30/05/2018,-0.02
31/05/2018,-0.02
01/06/2018,-0.03
02/06/2018,-0.04
03/06/2018,-0.07
04/06/2018,-0.09
05/06/2018,-0.11
06/06/2018,-0.14
07/06/2018,-0.17
08/06/2018,-0.20
09/06/2018,-0.21
10/06/2018,-0.22
11/06/2018,-0.26
12/06/2018,-0.28
13/06/2018,-0.31
14/06/2018,-0.33
15/06/2018,-0.36
16/06/2018,-0.38
17/06/2018,-0.40
18/06/2018,-0.42
19/06/2018,-0.45
20/06/2018,-0.47
21/06/2018,-0.49
22/06/2018,-0.52
23/06/2018,-0.55
24/06/2018,-0.57
25/06/2018,-0.60
26/06/2018,-0.63
27/06/2018,-0.65
28/06/2018,-0.67
29/06/2018,-0.69
30/06/2018,-0.71
01/07/2018,-0.73
02/07/2018,-0.75
03/07/2018,-0.76
04/07/2018,-0.78
05/07/2018,-0.80
06/07/2018,-0.81
07/07/2018,-0.82
08/07/2018,-0.84
09/07/2018,-0.86
10/07/2018,-0.87
11/07/2018,-0.88
12/07/2018,-0.89
13/07/2018,-0.90
14/07/2018,-0.91
15/07/2018,-0.92
16/07/2018,-0.94
17/07/2018,-0.95
18/07/2018,-0.96
19/07/2018,-0.98
20/07/2018,-0.99
21/07/2018,-1.00
22/07/2018,-1.02
23/07/2018,-1.03
24/07/2018,-1.05
25/07/2018,-1.06
26/07/2018,-1.08
27/07/2018,-1.08
28/07/2018,-1.07
29/07/2018,-1.09
30/07/2018,-1.10
31/07/2018,-1.11
01/08/2018,-1.12
02/08/2018,-1.13
03/08/2018,-1.14
04/08/2018,-1.15
05/08/2018,-1.16
06/08/2018,-1.17
07/08/2018,-1.19
08/08/2018,-1.20
09/08/2018,-1.20
10/08/2018,-1.20
11/08/2018,-1.19
12/08/2018,-1.18
13/08/2018,-1.17
14/08/2018,-1.16
15/08/2018,-1.15
16/08/2018,-1.14
17/08/2018,-1.12
18/08/2018,-1.11
19/08/2018,-1.10
20/08/2018,-1.09
21/08/2018,-1.09
22/08/2018,-1.08
23/08/2018,-1.07
24/08/2018,-1.06
25/08/2018,-1.06
26/08/2018,-1.05
27/08/2018,-1.04
28/08/2018,-1.04
29/08/2018,-1.03
30/08/2018,-1.03
31/08/2018,-1.03
01/09/2018,-1.03
02/09/2018,-1.04
03/09/2018,-1.04
04/09/2018,-1.04
05/09/2018,-1.04
06/09/2018,-1.04
07/09/2018,-1.04
08/09/2018,-1.03
09/09/2018,-1.03
10/09/2018,-1.03
